kvsca-1|5.632|READ|1|1498454106.673900|1498454106.710450|0|0
kvsca-1|5.635|READ|1|1498454106.712618|1498454106.713490|0|1
kvsca-1|5.637|READ|1|1498454106.715929|1498454106.716492|0|2
kvsca-1|5.641|READ|1|1498454106.718360|1498454106.719872|0|2
kvsca-1|5.643|READ|1|1498454106.721925|1498454106.722476|0|4
kvsca-1|5.647|READ|1|1498454106.724415|1498454106.726201|0|4
kvsca-1|5.653|READ|1|1498454106.730883|1498454106.731686|0|6
kvsca-1|5.663|READ|1|1498454106.740763|1498454106.741280|0|7
kvsca-1|5.677|READ|1|1498454106.750930|1498454106.751484|0|8
kvsca-1|5.693|READ|1|1498454106.761225|1498454106.761406|0|9
kvsca-1|5.711|READ|1|1498454106.787340|1498454106.789548|0|10
kvsca-1|5.714|READ|1|1498454106.791927|1498454106.792172|0|11
kvsca-1|5.723|READ|1|1498454106.800630|1498454106.802161|0|12
kvsca-1|5.736|READ|1|1498454106.810442|1498454106.810638|0|13
kvsca-1|5.739|READ|1|1498454106.817527|1498454106.817711|0|14
kvsca-1|5.742|READ|1|1498454106.820955|1498454106.821123|0|15
kvsca-1|5.754|READ|1|1498454106.832916|1498454106.833137|0|16
kvsca-1|5.763|READ|1|1498454106.842364|1498454106.842602|0|17
kvsca-1|5.772|READ|1|1498454106.850700|1498454106.850915|0|18
kvsca-1|5.783|READ|1|1498454106.861974|1498454106.862170|0|19
kvsca-1|5.793|READ|1|1498454106.871630|1498454106.871820|0|20
kvsca-1|5.803|READ|1|1498454106.881847|1498454106.882118|0|21
kvsca-1|5.813|READ|1|1498454106.891637|1498454106.891855|0|22
kvsca-1|5.822|READ|1|1498454106.901704|1498454106.901904|0|23
kvsca-1|5.831|READ|1|1498454106.910826|1498454106.911020|0|24
kvsca-1|5.843|READ|1|1498454106.920731|1498454106.920970|0|25
kvsca-1|5.852|READ|1|1498454106.930800|1498454106.931062|0|26
kvsca-1|5.863|READ|1|1498454106.941953|1498454106.942219|0|27
kvsca-1|5.871|READ|1|1498454106.950539|1498454106.950741|0|28
kvsca-1|5.883|READ|1|1498454106.962549|1498454106.962773|0|29
kvsca-1|5.893|READ|1|1498454106.971791|1498454106.971989|0|30
kvsca-1|5.903|READ|1|1498454106.982007|1498454106.982258|0|31
kvsca-1|5.913|READ|1|1498454106.992340|1498454106.992571|0|32
kvsca-1|5.923|READ|1|1498454107.001838|1498454107.002039|0|33
kvsca-1|5.932|READ|1|1498454107.011372|1498454107.011586|0|34
kvsca-1|5.943|READ|1|1498454107.022330|1498454107.022547|0|35
kvsca-1|5.952|READ|1|1498454107.031339|1498454107.031589|0|36
kvsca-1|5.964|READ|1|1498454107.043161|1498454107.043425|0|37
kvsca-1|5.979|READ|1|1498454107.051211|1498454107.053414|0|38
kvsca-1|5.981|READ|1|1498454107.060820|1498454107.061169|0|39
kvsca-1|5.994|READ|1|1498454107.073165|1498454107.073384|0|40
kvsca-1|6.002|READ|1|1498454107.081894|1498454107.082161|0|41
kvsca-1|6.013|READ|1|1498454107.090392|1498454107.090743|0|42
kvsca-1|6.022|READ|1|1498454107.101240|1498454107.101448|0|43
kvsca-1|6.031|READ|1|1498454107.110617|1498454107.110847|0|44
kvsca-1|6.041|READ|1|1498454107.121071|1498454107.121293|0|45
kvsca-1|6.052|READ|1|1498454107.131247|1498454107.131485|0|46
kvsca-1|6.062|READ|1|1498454107.141326|1498454107.141529|0|47
kvsca-1|6.073|READ|1|1498454107.151509|1498454107.152234|0|48
kvsca-1|6.081|READ|1|1498454107.160566|1498454107.160784|0|49
kvsca-1|6.092|READ|1|1498454107.171314|1498454107.171522|0|50
kvsca-1|6.102|READ|1|1498454107.181591|1498454107.181830|0|51
kvsca-1|6.112|READ|1|1498454107.191741|1498454107.191981|0|52
kvsca-1|6.124|READ|1|1498454107.203284|1498454107.203527|0|53
kvsca-1|6.132|READ|1|1498454107.211714|1498454107.211941|0|54
kvsca-1|6.141|READ|1|1498454107.220942|1498454107.221169|0|55
kvsca-1|6.152|READ|1|1498454107.231754|1498454107.231991|0|56
kvsca-1|6.161|READ|1|1498454107.241127|1498454107.241335|0|57
kvsca-1|6.181|READ|1|1498454107.260599|1498454107.261148|0|59
kvsca-1|6.184|READ|1|1498454107.261785|1498454107.262809|0|59
kvsca-1|6.192|READ|1|1498454107.271948|1498454107.272175|0|60
kvsca-1|6.202|READ|1|1498454107.281795|1498454107.282025|0|61
kvsca-1|6.218|READ|1|1498454107.292819|1498454107.297787|0|62
kvsca-1|6.221|READ|1|1498454107.300681|1498454107.300893|0|63
kvsca-1|6.233|READ|1|1498454107.312856|1498454107.313068|0|64
kvsca-1|6.244|READ|1|1498454107.323248|1498454107.323469|0|65
kvsca-1|6.252|READ|1|1498454107.331418|1498454107.331623|0|66
kvsca-1|6.262|READ|1|1498454107.341400|1498454107.341621|0|67
kvsca-1|6.272|READ|1|1498454107.351933|1498454107.352154|0|68
kvsca-1|6.283|READ|1|1498454107.363100|1498454107.363270|0|69
kvsca-1|6.293|READ|1|1498454107.372471|1498454107.372689|0|70
kvsca-1|6.301|READ|1|1498454107.380757|1498454107.380960|0|71
kvsca-1|6.311|READ|1|1498454107.391025|1498454107.391235|0|72
kvsca-1|6.321|READ|1|1498454107.400725|1498454107.400940|0|73
kvsca-1|6.332|READ|1|1498454107.411737|1498454107.411918|0|74
kvsca-1|6.342|READ|1|1498454107.421450|1498454107.421656|0|75
kvsca-1|6.353|READ|1|1498454107.432505|1498454107.432715|0|76
kvsca-1|6.362|READ|1|1498454107.442084|1498454107.442294|0|77
kvsca-1|6.372|READ|1|1498454107.451707|1498454107.451909|0|78
kvsca-1|6.383|READ|1|1498454107.462669|1498454107.462879|0|79
kvsca-1|6.392|READ|1|1498454107.471415|1498454107.471623|0|80
kvsca-1|6.402|READ|1|1498454107.481388|1498454107.481698|0|81
kvsca-1|6.413|READ|1|1498454107.492322|1498454107.492551|0|82
kvsca-1|6.421|READ|1|1498454107.501257|1498454107.501411|0|83
kvsca-1|6.433|READ|1|1498454107.512636|1498454107.512855|0|84
kvsca-1|6.442|READ|1|1498454107.521336|1498454107.521570|0|85
kvsca-1|6.452|READ|1|1498454107.531523|1498454107.531750|0|86
